序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
2256,1699941111346,1699941111580,-234.5014600108284,116.491735,39.72921,22.7,8.899890840687636,46,56.68929241997658,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2257,1699941111375,1699941111601,-226.25851487972216,116.491735,39.72921,22.7,8.900624418951333,47,56.66470455132404,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2258,1699941111411,1699941111640,-229.9365330727434,116.491735,39.72921,22.7,8.900051471319305,46,56.65747802115861,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2259,1699941111458,1699941111680,-222.3196291613924,116.491735,39.72921,22.7,8.899859208480205,47,56.639592937872,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2260,1699941111478,1699941111698,-220.22802359662967,116.491735,39.72921,22.7,8.9003492201894,47,56.61421322988914,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2261,1699941111509,1699941111733,-224.05455232000108,116.491735,39.72921,22.7,8.900674250027828,46,56.58220604776751,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2262,1699941111522,1699941111767,-245.28598868574056,116.491735,39.72921,22.7,8.899887617389945,47,56.61920771747618,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2263,1699941111541,1699941111790,-249.63528976314083,116.491735,39.72921,22.7,8.899204228409989,45,56.64502521293876,,127,115,114,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,QPSK,SPAT,DoS
2264,1699952578306,1699952578597,-291.157,116.493219,39.729237,22.9,8.371,51,342.75,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
2265,1699952578318,1699952578557,-239.17816242277345,116.493219,39.729237,22.9,8.741,46,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2266,1699952578336,1699952578566,-230.13336465787148,116.493219,39.729237,22.9,8.741,47,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2267,1699952578357,1699952578606,-249.6227886003162,116.493219,39.729237,22.9,8.741,46,62.263789742672586,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2268,1699952578398,1699952578633,-235.63605068135527,116.493219,39.729237,22.9,8.741,46,62.30537160650056,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2269,1699952578419,1699952578653,-234.35313815320805,116.493219,39.729237,22.9,8.741442740136854,47,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2270,1699952578433,1699952578672,-239.9478435191299,116.493219,39.729237,22.9,8.742431943362709,45,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2271,1699952578444,1699952578689,-245.7568577627684,116.493219,39.729237,22.9,8.743280717807597,47,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2272,1699952578455,1699952578688,-233.93724605223343,116.493219,39.729237,22.9,8.743861326233281,46,62.298879027096,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2273,1699952578481,1699952578724,-243.3309547775732,116.493219,39.729237,22.9,8.744184937541842,45,62.28020338246184,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2274,1699952578504,1699952578748,-244.14562139565749,116.493219,39.729237,22.9,8.744204803235867,45,62.29677136430938,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2275,1699952578517,1699952578742,-225.6444858112304,116.493219,39.729237,22.9,8.743273938110454,47,62.3090071420085,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2276,1699952578535,1699952578766,-231.86814799197808,116.493219,39.729237,22.9,8.742380921600265,45,62.307930512274176,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2277,1699952578554,1699952578787,-233.69105529805285,116.493219,39.729237,22.9,8.74307876340043,45,62.30576755548206,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2278,1699952578569,1699952578790,-221.41647408676755,116.493219,39.729237,22.9,8.744043125694962,46,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2279,1699952578618,1699952578844,-226.0222581191269,116.493219,39.729237,22.9,8.744840352387193,45,62.27168104221303,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2280,1699952578657,1699952578882,-225.18240719362257,116.493219,39.729237,22.9,8.745430618316096,47,62.25756282211313,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2281,1699952578668,1699952578898,-230.1622769561097,116.493219,39.729237,22.9,8.744943461492356,46,62.27831051860725,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2282,1699952578681,1699952578925,-244.57554112345665,116.493219,39.729237,22.9,8.745354113762792,45,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2283,1699952578725,1699952578972,-247.7766913895373,116.493219,39.729237,22.9,8.745738961807412,45,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2284,1699952578749,1699952578974,-225.54575108852805,116.493219,39.729237,22.9,8.744798840874568,45,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2285,1699952578771,1699952579018,-247.5447721727741,116.493219,39.729237,22.9,8.743949236456343,45,62.30948654466268,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2286,1699952578794,1699952579024,-230.50907385203652,116.493219,39.729237,22.9,8.743066536654114,45,62.31,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2287,1699952578804,1699952579026,-222.5158996263565,116.493219,39.729237,22.9,8.743502213257788,47,62.2613831581043,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2288,1699952578837,1699952579083,-246.52774729480112,116.493219,39.729237,22.9,8.742564241760707,46,62.22816752755433,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2289,1699952578848,1699952579095,-247.5792154025144,116.493219,39.729237,22.9,8.74349470411147,47,62.260352713325446,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2290,1699952578880,1699952579117,-237.07116726716848,116.493219,39.729237,22.9,8.742530582307582,46,62.22207584176872,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2291,1699952578920,1699952579164,-244.1759470811399,116.493219,39.729237,22.9,8.743032749942252,46,62.22164979807419,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2292,1699952578950,1699952579183,-233.4474447727629,116.493219,39.729237,22.9,8.742656623982306,45,62.24006337700682,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2293,1699952578994,1699952579220,-226.7087247900631,116.493219,39.729237,22.9,8.742756641033793,45,62.26358217397006,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2294,1699952579005,1699952579250,-245.36937550500903,116.493219,39.729237,22.9,8.743263401169155,45,62.23271073575518,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2295,1699952579018,1699952579250,-232.47081264359724,116.493219,39.729237,22.9,8.743676053439165,46,62.21166074249563,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2296,1699952579060,1699952579309,-249.8087831217262,116.493219,39.729237,22.9,8.743176565074721,45,62.20688762610678,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2297,1699952579088,1699952579325,-237.22183330339627,116.493219,39.729237,22.9,8.742918869388504,46,62.24617187003073,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2298,1699952579118,1699952579339,-221.77779810963816,116.493219,39.729237,22.9,8.743589729554905,47,62.29315256071416,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2299,1699952579142,1699952579365,-223.3477948878873,116.493219,39.729237,22.9,8.743051394650806,45,62.24351443883893,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2300,1699952579190,1699952579423,-233.26035813833604,116.493219,39.729237,22.9,8.743671070264222,47,62.2331200230316,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2301,1699952579224,1699952579466,-242.7279224853571,116.493219,39.729237,22.9,8.744365628645728,45,62.22038547352971,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2302,1699952579235,1699952579475,-240.1946281608408,116.493219,39.729237,22.9,8.743848583553502,47,62.21965827253836,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2303,1699952579272,1699952579495,-223.0542563393799,116.493219,39.729237,22.9,8.744224720838453,45,62.20390004627175,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2304,1699952579295,1699952579542,-247.56411642300696,116.493219,39.729237,22.9,8.744868434714256,46,62.18666372004047,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2305,1699952579318,1699952579544,-226.04283985990247,116.493219,39.729237,22.9,8.743878949261967,45,62.17376427248973,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2306,1699952579359,1699952579602,-243.90873604877493,116.493219,39.729237,22.9,8.74397525010575,47,62.21912356193086,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2307,1699952579377,1699952579620,-243.92593441114184,116.493219,39.729237,22.9,8.74341950802978,46,62.25191554604453,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2308,1699952579425,1699952579651,-226.3921651140998,116.493219,39.729237,22.9,8.743395055487474,47,62.2664473987818,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2309,1699952579435,1699952579675,-240.19484461851545,116.493219,39.729237,22.9,8.743166659383418,45,62.267318691479446,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2310,1699952579457,1699952579690,-233.51623552838265,116.493219,39.729237,22.9,8.742942749632522,45,62.2292398427424,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2311,1699952579480,1699952579729,-249.5068480391369,116.493219,39.729237,22.9,8.742649075875875,46,62.21411881560123,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2312,1699952579503,1699952579750,-247.3617515652988,116.493219,39.729237,22.9,8.742349501298655,46,62.1869915336844,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2313,1699952579532,1699952579774,-242.4557734263313,116.493219,39.729237,22.9,8.743320931750922,47,62.15211921680185,,16,3329,2323,3619,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,DoS
2314,1699952571085,1699952571374,-289.273,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
2315,1699952571131,1699952571367,-236.63646956159056,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2316,1699952571171,1699952571393,-222.26099885551005,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2317,1699952571212,1699952571460,-248.10072714647723,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2318,1699952571260,1699952571491,-231.05818160219715,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2319,1699952571309,1699952571531,-222.23716957773485,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2320,1699952571352,1699952571601,-249.2808072596588,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2321,1699952571382,1699952571604,-222.23848797395365,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2322,1699952571395,1699952571622,-227.87289492658755,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2323,1699952571442,1699952571678,-236.6029010566169,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2324,1699952571477,1699952571716,-239.9920527564284,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2325,1699952571520,1699952571754,-234.22206043774503,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2326,1699952571555,1699952571793,-238.3488151349092,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2327,1699952571569,1699952571802,-233.97411287521103,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2328,1699952571611,1699952571839,-228.09951281761576,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2329,1699952571650,1699952571874,-224.2950613307896,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2330,1699952571676,1699952571919,-243.2530262990817,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2331,1699952571691,1699952571918,-227.38115475867147,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2332,1699952571720,1699952571955,-235.3116858989939,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2333,1699952571750,1699952571993,-243.5863857789385,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2334,1699952571763,1699952572007,-244.4422775908643,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2335,1699952571792,1699952572012,-220.2066305304839,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2336,1699952571813,1699952572062,-249.95619620450648,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2337,1699952571823,1699952572058,-235.4443449202986,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2338,1699952571854,1699952572099,-245.12175057924463,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2339,1699952571903,1699952572123,-220.24724369790948,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2340,1699952571945,1699952572186,-241.17872446212127,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2341,1699952571959,1699952572183,-224.9983135971355,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2342,1699952572001,1699952572235,-234.5509560870133,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2343,1699952572017,1699952572246,-229.55157011834595,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2344,1699952572061,1699952572295,-234.5974360700134,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2345,1699952572098,1699952572320,-222.78205254628543,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2346,1699952572131,1699952572370,-239.691220832264,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2347,1699952572151,1699952572384,-233.3293215901485,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2348,1699952572172,1699952572399,-227.9710512569753,116.493275,39.72909,23.2,9.13,50,342.97,,71,3257,2322,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2349,1699952573591,1699952573882,-291.882,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
2350,1699952573623,1699952573843,-220.73683723064028,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2351,1699952573672,1699952573897,-225.2122258944777,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2352,1699952573687,1699952573934,-247.20172504890644,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2353,1699952573697,1699952573926,-229.12768159105585,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2354,1699952573717,1699952573958,-241.3252625119024,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2355,1699952573738,1699952573978,-240.289513689608,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2356,1699952573757,1699952573979,-222.40456861726472,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2357,1699952573797,1699952574034,-237.5004299673064,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2358,1699952573826,1699952574056,-230.209245550095,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2359,1699952573862,1699952574095,-233.374301233997,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2360,1699952573907,1699952574128,-221.8091551242098,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2361,1699952573918,1699952574141,-223.5942408706239,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2362,1699952573945,1699952574190,-245.98210568735345,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2363,1699952573987,1699952574221,-234.4197542849196,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2364,1699952574022,1699952574263,-241.8583086462157,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
2365,1699952574070,1699952574318,-248.975942136659,116.493253,39.729143,23.0,9.13,49,342.97,797A687523323333,96,3282,2322,3619,8000001,7,8,-100,-73,14,0,5,-100,55140,47,4264,QPSK,SPAT,Replay
