序号,rectimestamp,sendtimestamp,时延毫秒,纬度,经度,海拔,速度km/h,锁星数,地面航向度,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
533,1699941152407,1699941152645,-238.84,116.492767,39.729718,23.7,8.575,43,57.5,,41,533,122,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
534,1699941152528,1699941152767,-239.169,116.49277,39.729719,23.7,8.612,43,57.48,,42,534,122,3619,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
535,1699941152624,1699941152859,-235.603,116.492773,39.72972,23.7,8.575,43,57.5,,43,535,122,3619,8000001,7,8,-103,-76,15,1,5,-103,55140,47,4264,QPSK,SPAT,normal
536,1699941152716,1699941152953,-237.182,116.492776,39.729722,23.7,8.612,43,57.48,CCC747DFBE6C0100,44,536,122,3619,8000001,7,8,-102,-74,16,2,5,-102,55140,47,4264,QPSK,SPAT,normal
537,1699941152809,1699941153045,-236.108,116.492779,39.729723,23.7,8.612,43,57.48,,45,537,122,3619,8000001,7,8,-106,-78,17,0,5,-106,55140,47,4264,QPSK,SPAT,normal
538,1699941152929,1699941153165,-236.352,116.492782,39.729725,23.7,8.612,43,57.48,,46,538,122,3619,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
539,1699941153017,1699941153257,-240.863,116.492784,39.729726,23.7,8.612,43,57.48,,47,539,122,3619,8000001,7,8,-105,-77,16,0,5,-105,55140,47,4264,QPSK,SPAT,normal
540,1699941153122,1699941153358,-236.491,116.492787,39.729727,23.7,8.575,43,57.5,,48,540,122,3619,8000001,7,8,-100,-72,17,0,5,-100,55140,47,4264,QPSK,SPAT,normal
541,1699941153210,1699941153451,-241.163,116.492788,39.729727,23.6,8.538,43,58.44,,49,541,122,3619,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
542,1699941153315,1699941153551,-236.339,116.49279,39.729728,23.7,8.575,43,57.5,,50,542,122,3619,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
543,1699941153411,1699941153648,-237.759,116.492792,39.729729,23.7,8.575,43,57.5,,51,543,122,3619,8000001,7,8,-99,-72,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
544,1699941153516,1699941153747,-231.486,116.492795,39.72973,23.6,8.538,43,58.44,,52,544,122,3619,8000001,7,8,-102,-75,15,1,5,-102,55140,47,4264,QPSK,SPAT,normal
545,1699941153612,1699941153848,-236.488,116.492798,39.729731,23.7,8.575,43,57.5,,53,545,122,3619,8000001,7,8,-101,-73,17,0,5,-101,55140,47,4264,QPSK,SPAT,normal
546,1699941153708,1699941153949,-241.177,116.4928,39.729732,23.7,8.575,43,57.5,CCC747DFBE6C0100,54,546,122,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
547,1699941153805,1699941154048,-243.757,116.492803,39.729733,23.7,8.575,43,57.5,,55,547,122,3619,8000001,7,8,-99,-71,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
548,1699941153909,1699941154149,-240.308,116.492805,39.729734,23.7,8.575,43,57.5,,56,548,122,3619,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
549,1699941154013,1699941154249,-236.384,116.492807,39.729735,23.6,8.538,43,58.44,,57,549,122,3619,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
550,1699941154110,1699941154350,-240.486,116.49281,39.729737,23.7,8.575,43,57.5,,58,550,122,3619,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
551,1699941154222,1699941154458,-236.153,116.492812,39.729738,23.6,8.538,43,58.44,,59,551,122,3619,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
552,1699941154310,1699941154550,-240.873,116.492814,39.729739,23.6,8.519,45,57.46,,60,552,122,3619,8000001,7,8,-99,-72,15,1,5,-99,55140,47,4264,QPSK,SPAT,normal
553,1699941154415,1699941154651,-236.718,116.492816,39.72974,23.6,8.519,45,57.46,,61,553,122,3619,8000001,7,8,-104,-76,13,0,5,-104,55140,47,4264,QPSK,SPAT,normal
554,1699941154511,1699941154751,-240.244,116.492819,39.729741,23.6,8.538,43,58.44,CCC747DFBE6C0100,62,554,122,3619,8000001,7,8,-104,-77,15,1,5,-104,55140,47,4264,QPSK,SPAT,normal
555,1699941154608,1699941154851,-243.518,116.492822,39.729743,23.6,8.538,43,58.44,,63,555,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
556,1699941154716,1699941154953,-237.528,116.492824,39.729744,23.6,8.538,43,58.44,,64,556,122,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
557,1699941154808,1699941155051,-243.933,116.492826,39.729745,23.6,8.538,43,58.44,,65,557,122,3619,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
558,1699941154913,1699941155152,-239.558,116.49283,39.729746,23.6,8.538,43,58.44,CCC747DFBE6C0100,66,558,122,3619,8000001,7,8,-105,-77,13,2,5,-105,55140,47,4264,QPSK,SPAT,normal
559,1699941155009,1699941155252,-243.505,116.492832,39.729747,23.6,8.538,43,58.44,,67,559,122,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
560,1699941155114,1699941155352,-238.805,116.492834,39.729749,23.6,8.445,46,57.54,,68,560,122,3619,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
561,1699941155210,1699941155453,-243.127,116.492836,39.72975,23.6,8.519,45,57.46,3030303030310000,69,561,122,3619,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
562,1699941155314,1699941155553,-239.685,116.492838,39.72975,23.6,8.445,46,57.54,,70,562,122,3619,8000001,7,8,-99,-72,17,0,5,-99,55140,47,4264,QPSK,SPAT,normal
563,1699941155411,1699941155654,-243.603,116.492839,39.729751,23.6,8.519,45,57.46,,71,563,122,3619,8000001,7,8,-100,-72,14,1,5,-100,55140,47,4264,QPSK,SPAT,normal
564,1699941155516,1699941155754,-238.009,116.492842,39.729753,23.6,8.519,45,57.46,,72,564,122,3619,8000001,7,8,-97,-70,15,1,5,-97,55140,47,4264,QPSK,SPAT,normal
565,1699941155620,1699941155854,-234.644,116.492844,39.729754,23.6,8.519,45,57.46,,73,565,122,3619,8000001,7,8,-97,-70,16,1,5,-97,55140,47,4264,QPSK,SPAT,normal
566,1699941155716,1699941155958,-242.103,116.492846,39.729755,23.6,8.445,46,57.54,,74,566,122,3619,8000001,7,8,-97,-70,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
567,1699941155812,1699941156054,-242.897,116.492848,39.729756,23.6,8.519,45,57.46,,75,567,122,3619,8000001,7,8,-96,-68,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
568,1699941155917,1699941156155,-238.41,116.49285,39.729757,23.6,8.519,45,57.46,CCC747DFBE6C0100,76,568,122,3619,8000001,7,8,-98,-70,16,2,5,-98,55140,47,4264,QPSK,SPAT,normal
569,1699941156013,1699941156255,-242.833,116.492852,39.729758,23.6,8.445,46,57.54,,77,569,122,3619,8000001,7,8,-100,-73,15,2,5,-100,55140,47,4264,QPSK,SPAT,normal
570,1699941156118,1699941156355,-237.728,116.492854,39.729759,23.6,8.445,46,57.54,,78,570,122,3619,8000001,7,8,-98,-70,17,0,5,-98,55140,47,4264,QPSK,SPAT,normal
571,1699941156214,1699941156456,-242.306,116.492857,39.72976,23.7,8.427,46,57.9,3030303030310000,79,571,122,3619,8000001,7,8,-99,-71,14,0,5,-99,55140,47,4264,QPSK,SPAT,normal
572,1699941156318,1699941156557,-239.424,116.492859,39.729761,23.7,8.427,46,57.9,797A687523323439,80,572,122,3619,8000001,7,8,-97,-70,14,0,5,-97,55140,47,4264,QPSK,SPAT,normal
573,1699941156423,1699941156658,-235.592,116.492862,39.729762,23.6,8.445,46,57.54,,81,573,122,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
574,1699941156519,1699941156758,-239.879,116.492865,39.729763,23.6,8.445,46,57.54,,82,574,122,3619,8000001,7,8,-98,-71,14,1,5,-98,55140,47,4264,QPSK,SPAT,normal
575,1699941156624,1699941156868,-244.025,116.492869,39.729765,23.6,8.445,46,57.54,CCC747DFBE6C0100,83,575,122,3619,8000001,7,8,-100,-72,17,1,5,-100,55140,47,4264,QPSK,SPAT,normal
576,1699941156728,1699941156964,-236.308,116.492872,39.729766,23.6,8.445,46,57.54,,84,576,122,3619,8000001,7,8,-99,-72,15,0,5,-99,55140,47,4264,QPSK,SPAT,normal
577,1699941156816,1699941157058,-242.254,116.492874,39.729767,23.7,8.427,46,57.9,,85,577,122,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
578,1699941156949,1699941157184,-235.832,116.492877,39.729768,23.6,8.445,46,57.54,797A687523323439,86,578,122,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
579,1699941157025,1699941157262,-237.74,116.49288,39.729769,23.6,8.445,46,57.54,,87,579,122,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
580,1699941157121,1699941157359,-238.505,116.492882,39.72977,23.7,8.427,46,57.9,CCC747DFBE6C0100,88,580,122,3619,8000001,7,8,-95,-68,15,2,5,-95,55140,47,4264,QPSK,SPAT,normal
581,1699941157218,1699941157460,-242.049,116.492885,39.729771,23.7,8.427,46,57.96,,89,581,122,3619,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
582,1699941157322,1699941157559,-237.773,116.492888,39.729772,23.7,8.427,46,57.96,,90,582,122,3619,8000001,7,8,-96,-68,14,0,5,-96,55140,47,4264,QPSK,SPAT,normal
583,1699941157419,1699941157660,-241.29,116.49289,39.729773,23.7,8.427,46,57.96,,91,583,122,3619,8000001,7,8,-99,-72,16,0,5,-99,55140,47,4264,QPSK,SPAT,normal
584,1699941157523,1699941157760,-237.586,116.492893,39.729775,23.7,8.427,46,57.9,,92,584,122,3619,8000001,7,8,-98,-71,14,0,5,-98,55140,47,4264,QPSK,SPAT,normal
585,1699941157628,1699941157869,-241.434,116.492896,39.729776,23.7,8.427,46,57.9,,93,585,122,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
586,1699941157724,1699941157963,-239.552,116.492899,39.729777,23.7,8.427,46,57.96,,94,586,122,3619,8000001,7,8,-99,-72,15,3,5,-99,55140,47,4264,QPSK,SPAT,normal
587,1699941157820,1699941158061,-241.128,116.492902,39.729778,23.7,8.427,46,57.9,,95,587,122,3619,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
588,1699941157925,1699941158162,-237.023,116.492904,39.729779,23.7,8.427,46,57.9,,96,588,122,3619,8000001,7,8,-95,-67,18,1,5,-95,55140,47,4264,QPSK,SPAT,normal
589,1699941158021,1699941158262,-241.257,116.492906,39.72978,23.7,8.427,46,57.96,,97,589,122,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
590,1699941158125,1699941158362,-237.084,116.492908,39.729781,23.7,8.427,46,57.96,3030303030310000,98,590,122,3619,8000001,7,8,-95,-68,16,0,5,-95,55140,47,4264,QPSK,SPAT,normal
591,1699941158230,1699941158466,-236.583,116.492911,39.729782,23.7,8.427,46,57.96,CCC747DFBE6C0100,99,591,122,3619,8000001,7,8,-97,-70,17,1,5,-97,55140,47,4264,QPSK,SPAT,normal
592,1699941158326,1699941158562,-236.946,116.492913,39.729783,23.7,8.464,46,58.04,,100,592,122,3619,8000001,7,8,-96,-69,16,1,5,-96,55140,47,4264,QPSK,SPAT,normal
593,1699941158423,1699941158662,-239.939,116.492915,39.729784,23.7,8.427,46,57.96,,101,593,122,3619,8000001,7,8,-94,-67,17,0,5,-94,55140,47,4264,QPSK,SPAT,normal
594,1699941158527,1699941158763,-236.347,116.492917,39.729785,23.7,8.427,46,57.96,,102,594,122,3619,8000001,7,8,-93,-66,17,0,5,-93,55140,47,4264,QPSK,SPAT,normal
595,1699941158632,1699941158866,-234.872,116.49292,39.729786,23.7,8.427,46,57.96,,103,595,122,3619,8000001,7,8,-96,-68,16,1,5,-96,55140,47,4264,QPSK,SPAT,normal
596,1699941158720,1699941158963,-243.962,116.492922,39.729788,23.7,8.464,46,58.04,,104,596,122,3619,8000001,7,8,-96,-68,14,0,5,-96,55140,47,4264,QPSK,SPAT,normal
597,1699941158824,1699941159064,-240.748,116.492924,39.729789,23.7,8.464,46,58.04,CCC747DFBE6C0100,105,597,122,3619,8000001,7,8,-94,-67,15,1,5,-94,55140,47,4264,QPSK,SPAT,normal
598,1699941158929,1699941159165,-236.657,116.492927,39.72979,23.7,8.427,46,57.96,,106,598,122,3619,8000001,7,8,-96,-69,17,0,5,-96,55140,47,4264,QPSK,SPAT,normal
599,1699941159033,1699941159267,-234.418,116.492929,39.729791,23.7,8.464,46,58.04,,107,599,122,3619,8000001,7,8,-97,-69,15,0,5,-97,55140,47,4264,QPSK,SPAT,normal
600,1699941159130,1699941159365,-235.224,116.492931,39.729792,23.7,8.464,46,58.04,3030303030310000,108,600,122,3619,8000001,7,8,-96,-68,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
601,1699941159234,1699941159466,-232.68,116.492934,39.729793,23.7,8.519,46,57.92,,109,601,122,3619,8000001,7,8,-97,-70,17,0,5,-97,55140,47,4264,QPSK,SPAT,normal
602,1699941159330,1699941159565,-235.814,116.492937,39.729795,23.7,8.464,46,58.04,CCC747DFBE6C0100,110,602,122,3619,8000001,7,8,-96,-68,16,2,5,-96,55140,47,4264,QPSK,SPAT,normal
603,1699941159426,1699941159665,-239.946,116.492939,39.729796,23.7,8.519,46,57.92,,111,603,122,3619,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
604,1699941159523,1699941159766,-243.366,116.492941,39.729797,23.7,8.519,46,57.92,,112,604,122,3619,8000001,7,8,-94,-66,15,1,5,-94,55140,47,4264,QPSK,SPAT,normal
605,1699941159628,1699941159866,-238.574,116.492944,39.729798,23.7,8.464,46,58.04,,113,605,122,3619,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
606,1699941159724,1699941159966,-242.868,116.492947,39.7298,23.7,8.464,46,58.04,,114,606,122,3619,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
607,1699941159828,1699941160070,-242.712,116.492949,39.729801,23.7,8.464,46,58.04,,115,607,122,3619,8000001,7,8,-93,-66,17,1,5,-93,55140,47,4264,QPSK,SPAT,normal
608,1699941159932,1699941160167,-235.439,116.492952,39.729802,23.7,8.464,46,58.04,,116,608,122,3619,8000001,7,8,-94,-67,16,1,5,-94,55140,47,4264,QPSK,SPAT,normal
609,1699941160029,1699941160268,-239.26,116.492954,39.729803,23.7,8.464,46,58.04,,117,609,122,3619,8000001,7,8,-96,-68,15,0,5,-96,55140,47,4264,QPSK,SPAT,normal
610,1699941160141,1699941160380,-239.584,116.492957,39.729804,23.7,8.982,46,56.86,3030303030310000,118,610,122,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,SPAT,normal
611,1699941160238,1699941160468,-230.5,116.492959,39.729805,23.7,8.519,46,57.92,,119,611,122,3619,8000001,7,8,-95,-68,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
612,1699941160334,1699941160575,-241.364,116.492961,39.729807,23.7,8.982,46,56.86,,120,612,122,3619,8000001,7,8,-95,-67,15,0,5,-95,55140,47,4264,QPSK,SPAT,normal
613,1699941160446,1699941160683,-237.601,116.492963,39.729808,23.7,8.519,46,57.92,,121,613,122,3619,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,SPAT,normal
614,1699941160551,1699941160787,-236.466,116.492965,39.729809,23.7,8.519,46,57.92,,122,614,122,3619,8000001,7,8,-90,-62,17,1,5,-90,55140,47,4264,QPSK,SPAT,normal
615,1699941160631,1699941160870,-239.042,116.492967,39.72981,23.7,8.519,46,57.92,,123,615,122,3619,8000001,7,8,-88,-61,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
616,1699941160728,1699941160969,-241.654,116.492969,39.729812,23.7,8.519,46,57.92,,124,616,122,3619,8000001,7,8,-88,-60,17,1,5,-88,55140,47,4264,QPSK,SPAT,normal
617,1699941160832,1699941161069,-237.956,116.492971,39.729813,23.7,8.519,46,57.92,,125,617,122,3619,8000001,7,8,-89,-62,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
618,1699941160928,1699941161170,-242.537,116.492974,39.729814,23.7,8.519,46,57.92,,126,618,122,3619,8000001,7,8,-89,-62,15,3,5,-89,55140,47,4264,QPSK,SPAT,normal
619,1699941161033,1699941161270,-237.49,116.492975,39.729815,23.7,8.982,46,56.86,,127,619,122,3619,8000001,7,8,-91,-64,17,0,5,-91,55140,47,4264,QPSK,SPAT,normal
620,1699941161129,1699941161371,-242.059,116.492978,39.729816,23.7,8.519,46,57.92,3030303030310000,1,620,123,3619,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,SPAT,normal
621,1699941161234,1699941161471,-237.43,116.492981,39.729818,23.7,8.982,46,56.86,797A687523323439,2,621,123,3619,8000001,7,8,-91,-64,18,1,5,-91,55140,47,4264,QPSK,SPAT,normal
622,1699941161330,1699941161571,-241.776,116.492983,39.729819,23.7,8.982,46,56.86,,3,622,123,3619,8000001,7,8,-89,-62,16,1,5,-89,55140,47,4264,QPSK,SPAT,normal
623,1699941161434,1699941161671,-237.873,116.492986,39.72982,23.7,9.39,46,57.55,,4,623,123,3619,8000001,7,8,-88,-61,13,1,5,-88,55140,47,4264,QPSK,SPAT,normal
624,1699941161547,1699941161787,-240.366,116.492989,39.729822,23.7,9.39,46,57.55,,5,624,123,3619,8000001,7,8,-88,-61,17,2,5,-88,55140,47,4264,QPSK,SPAT,normal
625,1699941161636,1699941161872,-236.444,116.492992,39.729823,23.7,9.39,46,57.55,,6,625,123,3619,8000001,7,8,-88,-60,8,3,5,-88,55140,47,4264,QPSK,SPAT,normal
626,1699941161731,1699941161972,-241.623,116.492994,39.729825,23.7,8.982,46,56.86,,7,626,123,3619,8000001,7,8,-88,-61,16,1,5,-88,55140,47,4264,QPSK,SPAT,normal
627,1699941161852,1699941162085,-233.339,116.492997,39.729826,23.7,8.982,46,56.86,,8,627,123,3619,8000001,7,8,-91,-63,16,2,5,-91,55140,47,4264,QPSK,SPAT,normal
628,1699941161940,1699941162181,-241.833,116.493,39.729827,23.7,9.39,46,57.55,797A687523323439,9,628,123,3619,8000001,7,8,-92,-64,15,1,5,-92,55140,47,4264,QPSK,SPAT,normal
629,1699941162053,1699941162284,-231.326,116.493003,39.729829,23.7,8.982,46,56.86,,10,629,123,3619,8000001,7,8,-90,-63,17,0,5,-90,55140,47,4264,QPSK,SPAT,normal
630,1699941162133,1699941162375,-242.035,116.493005,39.72983,23.7,9.39,46,57.55,3030303030310000,11,630,123,3619,8000001,7,8,-90,-63,16,1,5,-90,55140,47,4264,QPSK,SPAT,normal
631,1699941162237,1699941162474,-237.22,116.493008,39.729831,23.7,9.39,46,57.55,,12,631,123,3619,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
632,1699941162334,1699941162574,-240.59,116.493011,39.729832,23.7,9.76,46,57.49,CCC747DFBE6C0100,13,632,123,3619,8000001,7,8,-91,-63,17,1,5,-91,55140,47,4264,QPSK,SPAT,normal
633,1699941162438,1699941162674,-236.664,116.493013,39.729833,23.7,9.76,46,57.49,,14,633,123,3619,8000001,7,8,-91,-64,16,0,5,-91,55140,47,4264,QPSK,SPAT,normal
634,1699941162543,1699941162775,-232.577,116.493017,39.729835,23.7,9.39,46,57.55,,15,634,123,3619,8000001,7,8,-90,-63,16,2,5,-90,55140,47,4264,QPSK,SPAT,normal
635,1699941162641,1699941162875,-234.702,116.49302,39.729836,23.7,9.39,46,57.55,,16,635,123,3619,8000001,7,8,-90,-57,-1,1,5,-90,55140,47,4264,QPSK,SPAT,normal
636,1699941162735,1699941162975,-240.69,116.493023,39.729837,23.7,9.76,46,57.49,,17,636,123,3619,8000001,7,8,-91,-63,13,2,5,-91,55140,47,4264,QPSK,SPAT,normal
637,1699941162840,1699941163076,-236.199,116.493025,39.729838,23.7,9.39,46,57.55,CCC747DFBE6C0100,18,637,123,3619,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,SPAT,normal
638,1699941162936,1699941163176,-240.247,116.493028,39.729839,23.7,9.76,46,57.49,,19,638,123,3619,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,SPAT,normal
639,1699941163033,1699941163276,-243.826,116.49303,39.72984,23.7,9.39,46,57.55,,20,639,123,3619,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,SPAT,normal
640,1699941163137,1699941163377,-240.784,116.493033,39.729842,23.7,9.76,46,57.49,3030303030310000,21,640,123,3619,8000001,7,8,-93,-65,16,2,5,-93,55140,47,4264,QPSK,SPAT,normal
641,1699941163241,1699941163477,-236.289,116.493037,39.729844,23.7,10.149,46,59.29,,22,641,123,3619,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,SPAT,normal
642,1699941163338,1699941163577,-239.28,116.49304,39.729845,23.7,10.149,46,59.29,,23,642,123,3619,8000001,7,8,-91,-64,17,1,5,-91,55140,47,4264,QPSK,SPAT,normal
643,1699941163442,1699941163677,-235.793,116.493043,39.729847,23.7,10.149,46,59.29,,24,643,123,3619,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
644,1699941163539,1699941163778,-239.973,116.493046,39.729848,23.7,9.76,46,57.49,,25,644,123,3619,8000001,7,8,-89,-62,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
645,1699941163644,1699941163878,-234.617,116.493049,39.72985,23.7,10.149,46,59.29,,26,645,123,3619,8000001,7,8,-90,-62,15,3,5,-90,55140,47,4264,QPSK,SPAT,normal
646,1699941163748,1699941163983,-235.496,116.493052,39.729852,23.7,9.76,46,57.49,,27,646,123,3619,8000001,7,8,-88,-61,16,0,5,-88,55140,47,4264,QPSK,SPAT,normal
647,1699941163844,1699941164079,-235.823,116.493055,39.729853,23.7,9.76,46,57.49,,28,647,123,3619,8000001,7,8,-90,-62,17,1,5,-90,55140,47,4264,QPSK,SPAT,normal
648,1699941163948,1699941164180,-232.275,116.493057,39.729854,23.7,9.76,46,57.49,,29,648,123,3619,8000001,7,8,-89,-62,15,2,5,-89,55140,47,4264,QPSK,SPAT,normal
649,1699941164053,1699941164293,-240.831,116.49306,39.729856,23.7,9.76,46,57.49,,30,649,123,3619,8000001,7,8,-89,-61,17,1,5,-89,55140,47,4264,QPSK,SPAT,normal
650,1699941164157,1699941164391,-234.66,116.493064,39.729858,23.7,10.149,46,59.29,CCC747DFBE6C0100,31,650,123,3619,8000001,7,8,-87,-59,16,3,5,-87,55140,47,4264,QPSK,SPAT,normal
651,1699941164245,1699941164484,-239.833,116.493065,39.729858,23.7,10.223,46,57.39,CCC747DFBE6C0100,32,651,123,3619,8000001,7,8,-89,-61,15,2,5,-89,55140,47,4264,QPSK,SPAT,normal
652,1699941164342,1699941164580,-238.68,116.493069,39.72986,23.7,10.149,46,59.29,,33,652,123,3619,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
653,1699941164438,1699941164680,-242.784,116.493071,39.729861,23.7,10.149,46,59.29,CCC747DFBE6C0100,34,653,123,3619,8000001,7,8,-89,-61,13,1,5,-89,55140,47,4264,QPSK,SPAT,normal
654,1699941164542,1699941164781,-239.403,116.493073,39.729862,23.7,10.223,46,57.39,,35,654,123,3619,8000001,7,8,-87,-60,15,2,5,-87,55140,47,4264,QPSK,SPAT,normal
655,1699941164639,1699941164882,-243.376,116.493077,39.729864,23.7,10.223,46,57.39,CCC747DFBE6C0100,36,655,123,3619,8000001,7,8,-88,-61,16,3,5,-88,55140,47,4264,QPSK,SPAT,normal
656,1699941164743,1699941164981,-238.93,116.49308,39.729865,23.7,10.149,46,59.29,CCC747DFBE6C0100,37,656,123,3619,8000001,7,8,-88,-61,15,2,5,-88,55140,47,4264,QPSK,SPAT,normal
657,1699941164848,1699941165082,-234.248,116.493082,39.729866,23.7,10.149,46,59.29,CCC747DFBE6C0100,38,657,123,3619,8000001,7,8,-88,-61,17,2,5,-88,55140,47,4264,QPSK,SPAT,normal
658,1699941164944,1699941165182,-238.851,116.493085,39.729868,23.7,10.223,46,57.39,,39,658,123,3619,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
659,1699941165040,1699941165282,-242.538,116.493088,39.729869,23.7,10.223,46,57.39,,40,659,123,3619,8000001,7,8,-87,-60,16,1,5,-87,55140,47,4264,QPSK,SPAT,normal
660,1699941165145,1699941165382,-237.75,116.493091,39.72987,23.7,10.223,46,57.39,,41,660,123,3619,8000001,7,8,-88,-61,16,2,5,-88,55140,47,4264,QPSK,SPAT,normal
661,1699941165241,1699941165483,-242.314,116.493093,39.729872,23.7,10.223,46,57.39,,42,661,123,3619,8000001,7,8,-87,-60,14,3,5,-87,55140,47,4264,QPSK,SPAT,normal
662,1699941165346,1699941165583,-237.5,116.493097,39.729873,23.7,10.223,46,57.39,CCC747DFBE6C0100,43,662,123,3619,8000001,7,8,-88,-61,17,3,5,-88,55140,47,4264,QPSK,SPAT,normal
663,1699941165450,1699941165691,-241.253,116.493098,39.729874,23.7,10.223,46,57.39,,44,663,123,3619,8000001,7,8,-87,-60,15,1,5,-87,55140,47,4264,QPSK,SPAT,normal
664,1699941165546,1699941165784,-238.183,116.493101,39.729876,23.7,10.223,46,57.39,,45,664,123,3619,8000001,7,8,-87,-60,13,3,5,-87,55140,47,4264,QPSK,SPAT,normal
665,1699941165643,1699941165884,-241.712,116.493104,39.729878,23.7,10.223,46,57.39,797A687523323334,46,665,123,3619,8000001,7,8,-86,-59,16,3,5,-86,55140,47,4264,QPSK,SPAT,normal
666,1699941165748,1699941165984,-236.627,116.493107,39.729879,23.6,10.575,46,57.63,,47,666,123,3619,8000001,7,8,-87,-60,17,2,5,-87,55140,47,4264,QPSK,SPAT,normal
667,1699941165852,1699941166084,-232.874,116.49311,39.729881,23.7,10.223,46,57.39,,48,667,123,3619,8000001,7,8,-88,-61,16,4,5,-88,55140,47,4264,QPSK,SPAT,normal
668,1699941165948,1699941166185,-237.874,116.493112,39.729882,23.7,10.223,46,57.39,CCC747DFBE6C0100,49,668,123,3619,8000001,7,8,-89,-62,14,1,5,-89,55140,47,4264,QPSK,SPAT,normal
669,1699941166044,1699941166285,-241.702,116.493114,39.729883,23.7,10.223,46,57.39,,50,669,123,3619,8000001,7,8,-89,-62,16,1,5,-89,55140,47,4264,QPSK,SPAT,normal
670,1699941166149,1699941166385,-236.998,116.493117,39.729884,23.7,10.223,46,57.39,,51,670,123,3619,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,SPAT,normal
671,1699941166245,1699941166486,-241.533,116.493119,39.729885,23.5,10.612,46,58.3,,52,671,123,3619,8000001,7,8,-90,-62,14,1,5,-90,55140,47,4264,QPSK,SPAT,normal
