序号,电脑时间戳,接收时间戳,发送时间戳,时延（毫秒）,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,ID,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Type,Label
179,1699941117,1699941114,1699941114,-237.191,116.491831,39.72926,22.7,8.945,46,57.55,696E636830303000,40,153,117,3619,8000001,7,8,-116,-88,6,2,5,-116,55140,47,4264,SPAT,normal
181,1699941117,1699941114,1699941114,-217.258,116.491835,39.729262,22.8,8.945,46,55.65,696E636830303000,42,154,118,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,SPAT,normal
182,1699941117,1699941114,1699941114,-239.729,116.491837,39.729263,22.8,8.945,46,55.65,696E636830303000,43,155,118,3619,8000001,7,8,-117,-89,5,1,5,-117,55140,47,4264,SPAT,normal
184,1699941117,1699941114,1699941114,-236.21,116.49184,39.729264,22.8,8.945,46,55.65,,44,156,118,3619,8000001,7,8,-115,-86,7,1,5,-115,55140,47,4264,SPAT,normal
185,1699941117,1699941114,1699941114,-240.549,116.491842,39.729265,22.8,8.945,46,55.65,,45,157,118,3619,8000001,7,8,-114,-87,7,1,5,-114,55140,47,4264,SPAT,normal
186,1699941117,1699941114,1699941114,-235.71,116.491845,39.729267,22.8,8.945,46,55.65,696E636830303000,46,158,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
188,1699941117,1699941114,1699941115,-240.3,116.491847,39.729267,22.8,8.945,46,55.65,,47,159,118,3619,8000001,7,8,-118,-89,5,1,5,-118,55140,47,4264,SPAT,normal
189,1699941117,1699941114,1699941115,-236.293,116.49185,39.729269,22.8,8.945,46,55.65,696E636830303000,48,160,118,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,SPAT,normal
190,1699941118,1699941114,1699941115,-235.639,116.491853,39.729271,22.8,8.945,46,55.65,696E636830303000,49,161,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
191,1699941118,1699941115,1699941115,-234.831,116.491855,39.729272,22.8,8.945,46,55.65,696E636830303000,50,162,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,SPAT,normal
192,1699941118,1699941115,1699941115,-239.532,116.491857,39.729273,22.7,8.982,45,57.1,,51,163,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
193,1699941118,1699941115,1699941115,-236.581,116.491858,39.729274,22.7,8.982,45,57.1,696E636830303000,52,164,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,SPAT,normal
195,1699941118,1699941115,1699941115,-241.489,116.491861,39.729275,22.7,8.982,45,57.1,696E636830303000,53,165,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
197,1699941118,1699941115,1699941115,-243.187,116.491863,39.729276,22.7,8.982,45,57.1,696E636830303000,54,166,118,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
198,1699941118,1699941115,1699941115,-235.36,116.491866,39.729278,22.7,8.982,45,57.1,696E636830303000,55,167,118,3619,8000001,7,8,-113,-86,9,1,5,-113,55140,47,4264,SPAT,normal
199,1699941118,1699941115,1699941115,-242.866,116.491867,39.729279,22.7,8.982,45,57.1,,56,168,118,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,SPAT,normal
200,1699941118,1699941115,1699941116,-235.22,116.491869,39.729279,22.7,8.982,45,57.1,,57,169,118,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,SPAT,normal
201,1699941118,1699941115,1699941116,-243.247,116.49187,39.72928,22.7,8.982,45,57.1,,58,170,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
203,1699941119,1699941115,1699941116,-238.407,116.491874,39.729282,22.7,8.982,45,57.1,696E636830303000,59,171,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
204,1699941119,1699941116,1699941116,-235.175,116.491875,39.729283,22.7,8.982,45,57.1,696E636830303000,60,172,118,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,SPAT,normal
205,1699941119,1699941116,1699941116,-239.421,116.491878,39.729285,22.7,8.982,45,57.1,696E636830303000,61,173,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
206,1699941119,1699941116,1699941116,-243.758,116.491881,39.729286,22.7,8.982,44,57.45,,62,174,118,3619,8000001,7,8,-115,-86,7,1,5,-115,55140,47,4264,SPAT,normal
207,1699941119,1699941116,1699941116,-242.269,116.491883,39.729287,22.7,8.982,45,55.87,696E636830303000,63,175,118,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
209,1699941119,1699941116,1699941116,-233.943,116.491888,39.72929,22.7,8.982,45,55.87,696E636830303000,64,176,118,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,SPAT,normal
211,1699941119,1699941116,1699941116,-239.773,116.491891,39.729291,22.7,8.982,45,55.87,,65,177,118,3619,8000001,7,8,-114,-86,8,2,5,-114,55140,47,4264,SPAT,normal
212,1699941119,1699941116,1699941116,-240.575,116.491893,39.729292,22.7,8.982,45,55.87,,66,178,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
213,1699941119,1699941116,1699941117,-231.537,116.491896,39.729293,22.7,8.982,45,55.87,696E636830303000,67,179,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
214,1699941119,1699941116,1699941117,-235.265,116.491898,39.729294,22.7,8.982,45,55.87,,68,180,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
215,1699941120,1699941116,1699941117,-241.158,116.491902,39.729296,22.7,8.982,45,55.87,696E636830303000,69,181,118,3619,8000001,7,8,-113,-86,8,1,5,-113,55140,47,4264,SPAT,normal
216,1699941120,1699941117,1699941117,-243.154,116.491904,39.729297,22.7,8.982,44,57.45,696E636830303000,70,182,118,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,SPAT,normal
217,1699941120,1699941117,1699941117,-239.201,116.491906,39.729298,22.7,8.982,44,57.45,,71,183,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
219,1699941120,1699941117,1699941117,-241.936,116.491908,39.729299,22.7,8.945,45,56.76,,72,184,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
220,1699941120,1699941117,1699941117,-231.754,116.491911,39.7293,22.7,8.982,44,57.45,,73,185,118,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
222,1699941120,1699941117,1699941117,-238.366,116.491914,39.729302,22.7,8.982,44,57.45,696E636830303000,74,186,118,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
223,1699941120,1699941117,1699941117,-237.891,116.491918,39.729303,22.7,8.982,44,57.45,696E636830303000,75,187,118,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
224,1699941120,1699941117,1699941117,-235.358,116.491919,39.729304,22.7,8.982,44,57.45,,76,188,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
225,1699941120,1699941117,1699941118,-238.872,116.491921,39.729305,22.7,8.945,45,56.76,,77,189,118,3619,8000001,7,8,-107,-79,14,1,5,-107,55140,47,4264,SPAT,normal
227,1699941120,1699941117,1699941118,-242.098,116.491924,39.729306,22.7,8.982,44,57.45,696E636830303000,78,190,118,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,SPAT,normal
228,1699941121,1699941117,1699941118,-237.582,116.491927,39.729308,22.7,8.982,44,57.45,696E636830303000,79,191,118,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
229,1699941121,1699941118,1699941118,-241.603,116.491928,39.729308,22.7,8.945,45,56.76,,80,192,118,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,SPAT,normal
230,1699941121,1699941118,1699941118,-237.482,116.49193,39.729309,22.7,8.964,44,57.36,,81,193,118,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,SPAT,normal
231,1699941121,1699941118,1699941118,-237.237,116.491932,39.72931,22.7,8.945,45,56.76,696E636830303000,82,194,118,3619,8000001,7,8,-119,-90,3,1,5,-119,55140,47,4264,SPAT,normal
234,1699941121,1699941118,1699941118,-224.855,116.491939,39.729313,22.7,8.945,45,56.76,696E636830303000,84,195,119,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,SPAT,normal
235,1699941121,1699941118,1699941118,-236.441,116.491941,39.729314,22.7,8.945,45,56.76,696E636830303000,85,196,119,3619,8000001,7,8,-114,-86,7,1,5,-114,55140,47,4264,SPAT,normal
236,1699941121,1699941118,1699941118,-241.424,116.491943,39.729315,22.7,8.945,45,56.76,696E636830303000,86,197,119,3619,8000001,7,8,-119,-90,4,1,5,-119,55140,47,4264,SPAT,normal
237,1699941121,1699941118,1699941119,-242.292,116.491946,39.729316,22.7,8.945,45,56.76,696E636830303000,87,198,119,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,SPAT,normal
238,1699941121,1699941118,1699941119,-241.791,116.491948,39.729318,22.7,8.945,45,56.76,,88,199,119,3619,8000001,7,8,-112,-84,9,1,5,-112,55140,47,4264,SPAT,normal
239,1699941122,1699941118,1699941119,-232.101,116.491952,39.729319,22.7,8.945,45,56.76,696E636830303000,89,200,119,3619,8000001,7,8,-110,-82,12,1,5,-110,55140,47,4264,SPAT,normal
241,1699941122,1699941119,1699941119,-240.597,116.491954,39.729321,22.7,8.964,44,57.36,696E636830303000,90,201,119,3619,8000001,7,8,-110,-83,10,1,5,-110,55140,47,4264,SPAT,normal
242,1699941122,1699941119,1699941119,-237.075,116.491957,39.729322,22.7,8.964,44,57.36,696E636830303000,91,202,119,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
243,1699941122,1699941119,1699941119,-240.106,116.491959,39.729323,22.7,8.964,44,57.36,696E636830303000,92,203,119,3619,8000001,7,8,-112,-84,9,1,5,-112,55140,47,4264,SPAT,normal
244,1699941122,1699941119,1699941119,-236.985,116.491961,39.729324,22.7,8.964,44,57.36,,93,204,119,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,SPAT,normal
246,1699941122,1699941119,1699941119,-236.525,116.491964,39.729326,22.7,8.964,44,57.36,,94,205,119,3619,8000001,7,8,-120,-90,2,0,5,-120,55140,47,4264,SPAT,normal
247,1699941122,1699941119,1699941119,-243.891,116.491967,39.729327,22.7,8.964,44,57.36,,95,206,119,3619,8000001,7,8,-108,-80,13,0,5,-108,55140,47,4264,SPAT,normal
249,1699941122,1699941119,1699941119,-231.092,116.49197,39.729329,22.7,8.982,44,57.94,,96,207,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
250,1699941122,1699941119,1699941120,-235.836,116.491973,39.72933,22.7,8.964,44,57.36,696E636830303000,97,208,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
251,1699941122,1699941119,1699941120,-239.699,116.491974,39.729331,22.7,8.964,44,57.36,,98,209,119,3619,8000001,7,8,-111,-84,10,1,5,-111,55140,47,4264,SPAT,normal
252,1699941123,1699941119,1699941120,-236.163,116.491977,39.729332,22.7,8.964,44,57.36,,99,210,119,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,SPAT,normal
253,1699941123,1699941120,1699941120,-242.532,116.49198,39.729334,22.7,8.982,44,57.94,696E636830303000,100,211,119,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
254,1699941123,1699941120,1699941120,-237.693,116.491982,39.729335,22.7,8.982,44,57.94,696E636830303000,101,212,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
256,1699941123,1699941120,1699941120,-239.42,116.491984,39.729336,22.7,8.982,44,57.94,,102,213,119,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,SPAT,normal
257,1699941123,1699941120,1699941120,-236.198,116.491987,39.729338,22.7,8.982,44,57.94,696E636830303000,103,214,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
259,1699941123,1699941120,1699941120,-239.6,116.491989,39.729339,22.7,8.982,44,57.94,,104,215,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
260,1699941123,1699941120,1699941120,-243.422,116.491991,39.729339,22.7,8.982,44,57.94,,105,216,119,3619,8000001,7,8,-113,-85,8,1,5,-113,55140,47,4264,SPAT,normal
261,1699941123,1699941120,1699941120,-242.944,116.491992,39.72934,22.9,9.019,44,57.93,,106,217,119,3619,8000001,7,8,-109,-81,12,1,5,-109,55140,47,4264,SPAT,normal
262,1699941123,1699941120,1699941121,-243.553,116.491994,39.729341,22.7,8.982,44,57.94,,107,218,119,3619,8000001,7,8,-113,-85,8,1,5,-113,55140,47,4264,SPAT,normal
264,1699941123,1699941120,1699941121,-243.124,116.491997,39.729342,22.7,8.982,44,57.94,,108,219,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
265,1699941124,1699941120,1699941121,-243.282,116.491999,39.729343,22.7,8.982,44,57.94,,109,220,119,3619,8000001,7,8,-114,-85,8,1,5,-114,55140,47,4264,SPAT,normal
266,1699941124,1699941121,1699941121,-243.732,116.492001,39.729345,22.7,8.982,44,57.94,,110,221,119,3619,8000001,7,8,-108,-80,12,1,5,-108,55140,47,4264,SPAT,normal
267,1699941124,1699941121,1699941121,-235.358,116.492004,39.729346,22.9,9.019,44,57.93,696E636830303000,111,222,119,3619,8000001,7,8,-106,-79,13,1,5,-106,55140,47,4264,SPAT,normal
268,1699941124,1699941121,1699941121,-238.636,116.492006,39.729347,22.9,9.019,44,57.93,696E636830303000,112,223,119,3619,8000001,7,8,-111,-84,11,1,5,-111,55140,47,4264,SPAT,normal
269,1699941124,1699941121,1699941121,-242.892,116.492008,39.729349,22.9,9.019,44,57.93,696E636830303000,113,224,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
272,1699941124,1699941121,1699941121,-238.54,116.492012,39.729351,22.9,9.019,44,57.93,,114,225,119,3619,8000001,7,8,-114,-86,8,1,5,-114,55140,47,4264,SPAT,normal
273,1699941124,1699941121,1699941121,-237.376,116.492014,39.729351,22.9,9.019,44,57.93,,115,226,119,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
274,1699941124,1699941121,1699941121,-238.217,116.492016,39.729353,22.9,9.019,44,57.93,,116,227,119,3619,8000001,7,8,-106,-78,14,1,5,-106,55140,47,4264,SPAT,normal
275,1699941124,1699941121,1699941122,-243.26,116.492018,39.729353,22.9,9.019,44,57.93,,117,228,119,3619,8000001,7,8,-116,-87,6,1,5,-116,55140,47,4264,SPAT,normal
276,1699941124,1699941121,1699941122,-240.841,116.492019,39.729354,22.9,9.019,44,57.93,,118,229,119,3619,8000001,7,8,-117,-72,4,1,5,-117,55140,47,4264,SPAT,normal
277,1699941125,1699941122,1699941122,-235.698,116.492023,39.729357,22.9,9.019,44,57.93,,119,230,119,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
278,1699941125,1699941122,1699941122,-239.486,116.492025,39.729358,22.9,9.019,44,57.93,696E636830303000,120,231,119,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
280,1699941125,1699941122,1699941122,-242.217,116.492028,39.729359,22.9,9.075,43,56.05,,121,232,119,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
281,1699941125,1699941122,1699941122,-238.213,116.49203,39.72936,22.9,9.075,43,56.05,,122,233,119,3619,8000001,7,8,-105,-78,15,1,5,-105,55140,47,4264,SPAT,normal
282,1699941125,1699941122,1699941122,-241.651,116.492032,39.729361,22.9,9.075,43,56.05,,123,234,119,3619,8000001,7,8,-111,-83,10,0,5,-111,55140,47,4264,SPAT,normal
284,1699941125,1699941122,1699941122,-237.838,116.492036,39.729363,22.9,9.075,43,56.05,696E636830303000,124,235,119,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
285,1699941125,1699941122,1699941122,-241.315,116.492039,39.729364,22.9,9.075,43,56.05,696E636830303000,125,236,119,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
286,1699941125,1699941122,1699941122,-237.544,116.492042,39.729365,22.9,9.075,43,56.05,696E636830303000,126,237,119,3619,8000001,7,8,-109,-81,13,1,5,-109,55140,47,4264,SPAT,normal
288,1699941125,1699941122,1699941123,-241.883,116.492044,39.729367,22.9,9.075,43,56.05,,127,238,119,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
289,1699941125,1699941122,1699941123,-237.057,116.492045,39.729367,22.9,9.075,43,56.05,,1,239,120,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,SPAT,normal
290,1699941126,1699941123,1699941123,-241.746,116.492049,39.729369,22.9,9.075,43,56.05,,2,240,120,3619,8000001,7,8,-107,-80,14,1,5,-107,55140,47,4264,SPAT,normal
291,1699941126,1699941123,1699941123,-236.354,116.492051,39.72937,22.9,9.075,43,56.05,,3,241,120,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
292,1699941126,1699941123,1699941123,-240.759,116.492054,39.729371,23,9.019,44,57.04,,4,242,120,3619,8000001,7,8,-108,-80,13,1,5,-108,55140,47,4264,SPAT,normal
293,1699941126,1699941123,1699941123,-230.311,116.492057,39.729373,23,9.019,44,57.04,,5,243,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
295,1699941126,1699941123,1699941123,-240.523,116.492059,39.729374,23,9.019,44,57.04,,6,244,120,3619,8000001,7,8,-107,-80,13,1,5,-107,55140,47,4264,SPAT,normal
297,1699941126,1699941123,1699941123,-236.813,116.492063,39.729375,23,9.019,44,57.04,696E636830303000,7,245,120,3619,8000001,7,8,-109,-82,12,0,5,-109,55140,47,4264,SPAT,normal
298,1699941126,1699941123,1699941123,-240.031,116.492065,39.729376,23,9.019,44,57.04,696E636830303000,8,246,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
299,1699941126,1699941123,1699941123,-236.874,116.492068,39.729378,23,9.019,44,57.04,696E636830303000,9,247,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
300,1699941126,1699941123,1699941124,-241.283,116.49207,39.729378,23,9.019,44,57.04,,10,248,120,3619,8000001,7,8,-118,-89,4,1,5,-118,55140,47,4264,SPAT,normal
301,1699941127,1699941123,1699941124,-238.453,116.492072,39.729379,23,9.019,44,57.04,,11,249,120,3619,8000001,7,8,-111,-83,11,2,5,-111,55140,47,4264,SPAT,normal
303,1699941127,1699941124,1699941124,-238.137,116.492075,39.729381,23,9.019,44,57.04,,12,250,120,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
304,1699941127,1699941124,1699941124,-239.668,116.492076,39.729381,22.9,9.038,43,58.01,,13,251,120,3619,8000001,7,8,-117,-88,6,1,5,-117,55140,47,4264,SPAT,normal
305,1699941127,1699941124,1699941124,-240.676,116.492079,39.729383,22.9,9.038,43,58.01,696E636830303000,14,252,120,3619,8000001,7,8,-109,-82,12,1,5,-109,55140,47,4264,SPAT,normal
306,1699941127,1699941124,1699941124,-237.638,116.492082,39.729384,22.9,9.038,43,58.01,696E636830303000,15,253,120,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,SPAT,normal
307,1699941127,1699941124,1699941124,-239.838,116.492083,39.729385,22.9,9.038,43,58.01,,16,254,120,3619,8000001,7,8,-106,-74,14,1,5,-106,55140,47,4264,SPAT,normal
309,1699941127,1699941124,1699941124,-243.616,116.492088,39.729387,22.9,9.038,43,58.01,696E636830303000,17,255,120,3619,8000001,7,8,-115,-87,7,1,5,-115,55140,47,4264,SPAT,normal
311,1699941127,1699941124,1699941124,-237.939,116.492091,39.729388,22.9,9.038,43,58.01,,18,256,120,3619,8000001,7,8,-117,-88,5,1,5,-117,55140,47,4264,SPAT,normal
312,1699941127,1699941124,1699941124,-243.364,116.492092,39.729389,22.9,9.038,43,58.01,,19,257,120,3619,8000001,7,8,-106,-78,15,1,5,-106,55140,47,4264,SPAT,normal
313,1699941127,1699941124,1699941125,-239.621,116.492094,39.72939,22.9,9.038,43,58.01,,20,258,120,3619,8000001,7,8,-105,-78,15,0,5,-105,55140,47,4264,SPAT,normal
314,1699941127,1699941124,1699941125,-243.057,116.492096,39.729391,22.9,9.038,43,58.01,,21,259,120,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
315,1699941128,1699941125,1699941125,-240.701,116.492099,39.729392,22.9,9.038,43,58.01,,22,260,120,3619,8000001,7,8,-107,-76,13,1,5,-107,55140,47,4264,SPAT,normal
316,1699941128,1699941125,1699941125,-243.666,116.492102,39.729393,22.9,9.056,43,58.2,,23,261,120,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
318,1699941128,1699941125,1699941125,-238.863,116.492104,39.729394,22.8,9.075,44,58.24,,24,262,120,3619,8000001,7,8,-115,-86,7,2,5,-115,55140,47,4264,SPAT,normal
319,1699941128,1699941125,1699941125,-243.423,116.492107,39.729396,22.9,9.056,43,58.2,,25,263,120,3619,8000001,7,8,-106,-79,14,1,5,-106,55140,47,4264,SPAT,normal
320,1699941128,1699941125,1699941125,-238.416,116.492109,39.729397,22.9,9.056,43,58.2,,26,264,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
322,1699941128,1699941125,1699941125,-243.14,116.492112,39.729398,22.9,9.056,43,58.2,,27,265,120,3619,8000001,7,8,-112,-84,9,1,5,-112,55140,47,4264,SPAT,normal
323,1699941128,1699941125,1699941125,-239.225,116.492116,39.7294,22.9,9.056,43,58.2,696E636830303000,28,266,120,3619,8000001,7,8,-108,-80,13,1,5,-108,55140,47,4264,SPAT,normal
324,1699941128,1699941125,1699941125,-234.873,116.492118,39.729401,22.9,9.056,43,58.2,,29,267,120,3619,8000001,7,8,-114,-85,8,1,5,-114,55140,47,4264,SPAT,normal
326,1699941128,1699941125,1699941126,-238.895,116.49212,39.729402,22.9,9.056,43,58.2,,30,268,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
327,1699941128,1699941125,1699941126,-242.473,116.492121,39.729402,22.9,9.056,43,58.2,,31,269,120,3619,8000001,7,8,-110,-82,12,1,5,-110,55140,47,4264,SPAT,normal
328,1699941129,1699941126,1699941126,-238.638,116.492125,39.729404,22.9,9.056,43,58.2,696E636830303000,32,270,120,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
329,1699941129,1699941126,1699941126,-243.365,116.492126,39.729405,22.9,9.056,43,58.2,,33,271,120,3619,8000001,7,8,-111,-84,10,1,5,-111,55140,47,4264,SPAT,normal
330,1699941129,1699941126,1699941126,-238.431,116.492128,39.729406,22.8,9.075,43,58.32,,34,272,120,3619,8000001,7,8,-110,-83,11,1,5,-110,55140,47,4264,SPAT,normal
331,1699941129,1699941126,1699941126,-242.803,116.492131,39.729407,22.8,9.075,44,58.24,,35,273,120,3619,8000001,7,8,-108,-80,13,1,5,-108,55140,47,4264,SPAT,normal
332,1699941129,1699941126,1699941126,-237.867,116.492133,39.729408,22.8,9.075,44,58.24,,36,274,120,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,SPAT,normal
335,1699941129,1699941126,1699941126,-242.603,116.492137,39.72941,22.8,9.075,43,58.32,,37,275,120,3619,8000001,7,8,-112,-84,10,2,5,-112,55140,47,4264,SPAT,normal
336,1699941129,1699941126,1699941126,-237.791,116.49214,39.729411,22.8,9.075,44,58.24,,38,276,120,3619,8000001,7,8,-111,-83,10,1,5,-111,55140,47,4264,SPAT,normal
337,1699941129,1699941126,1699941126,-242.045,116.492142,39.729412,22.8,9.075,43,58.32,,39,277,120,3619,8000001,7,8,-113,-85,9,1,5,-113,55140,47,4264,SPAT,normal
338,1699941129,1699941126,1699941127,-238.363,116.492145,39.729414,22.8,9.075,44,58.24,696E636830303000,40,278,120,3619,8000001,7,8,-116,-88,6,1,5,-116,55140,47,4264,SPAT,normal
339,1699941129,1699941126,1699941127,-242.603,116.492147,39.729415,22.8,9.075,43,58.32,,41,279,120,3619,8000001,7,8,-111,-83,11,1,5,-111,55140,47,4264,SPAT,normal
340,1699941130,1699941127,1699941127,-238.97,116.492151,39.729416,22.8,9.075,44,58.24,696E636830303000,42,280,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
342,1699941130,1699941127,1699941127,-242.262,116.492154,39.729418,22.8,9.075,43,58.32,,43,281,120,3619,8000001,7,8,-107,-79,14,1,5,-107,55140,47,4264,SPAT,normal
343,1699941130,1699941127,1699941127,-237.544,116.492156,39.729419,22.8,9.075,43,58.32,,44,282,120,3619,8000001,7,8,-112,-84,10,1,5,-112,55140,47,4264,SPAT,normal
344,1699941130,1699941127,1699941127,-242.426,116.492158,39.72942,22.8,9.075,43,58.32,,45,283,120,3619,8000001,7,8,-114,-85,8,1,5,-114,55140,47,4264,SPAT,normal
345,1699941130,1699941127,1699941127,-237.848,116.49216,39.729421,22.8,9.075,43,58.32,,46,284,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
347,1699941130,1699941127,1699941127,-241.901,116.492164,39.729422,22.8,9.075,43,58.32,,47,285,120,3619,8000001,7,8,-105,-77,15,2,5,-105,55140,47,4264,SPAT,normal
348,1699941130,1699941127,1699941127,-238.618,116.492168,39.729424,22.8,9.075,43,58.32,,48,286,120,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,SPAT,normal
350,1699941130,1699941127,1699941127,-238.872,116.49217,39.729425,22.8,9.075,43,58.32,,49,287,120,3619,8000001,7,8,-111,-84,10,1,5,-111,55140,47,4264,SPAT,normal
351,1699941130,1699941127,1699941128,-241.621,116.492172,39.729426,22.8,9.075,43,58.32,,50,288,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
352,1699941131,1699941127,1699941128,-234.562,116.492174,39.729427,22.8,9.075,43,58.32,,51,289,120,3619,8000001,7,8,-110,-82,11,1,5,-110,55140,47,4264,SPAT,normal
353,1699941131,1699941128,1699941128,-239.766,116.492176,39.729428,22.8,9.075,43,58.32,,52,290,120,3619,8000001,7,8,-105,-77,15,1,5,-105,55140,47,4264,SPAT,normal
354,1699941131,1699941128,1699941128,-242.747,116.492178,39.729429,22.9,9.075,43,59.74,696E636830303000,53,291,120,3619,8000001,7,8,-108,-81,13,1,5,-108,55140,47,4264,SPAT,normal
355,1699941131,1699941128,1699941128,-242.353,116.49218,39.72943,22.9,9.093,43,57.73,696E636830303000,54,292,120,3619,8000001,7,8,-109,-82,11,1,5,-109,55140,47,4264,SPAT,normal
357,1699941131,1699941128,1699941128,-241.259,116.492183,39.729431,22.9,9.075,43,59.74,,55,293,120,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,SPAT,normal
358,1699941131,1699941128,1699941128,-237.463,116.492185,39.729432,22.9,9.093,43,57.73,,56,294,120,3619,8000001,7,8,-108,-81,12,1,5,-108,55140,47,4264,SPAT,normal
