序号,接收时间戳,发送时间戳,时延（毫秒）,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,纬度,经度,海拔,速度（km/h）,锁星数,地面航向(度）,AID,ID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label
1364,1699952548,1699952548,-292.382,95,3027,2320,116.493476,39.728598,23.2,7.797,50,341.66,3619,,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1365,1699952548,1699952548,-297.36,96,3028,2320,116.493475,39.7286,23.3,7.797,52,341.66,3619,,8000001,7,8,-101,-73,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1366,1699952548,1699952548,-290.111,97,3029,2320,116.493474,39.728602,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1367,1699952548,1699952548,-294.546,98,3030,2320,116.493474,39.728603,23.2,7.797,52,341.66,3619,3030303030310000,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1369,1699952548,1699952548,-291.103,99,3031,2320,116.493473,39.728605,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1370,1699952548,1699952548,-295.718,100,3032,2320,116.493472,39.728607,23.3,7.797,52,341.66,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1372,1699952548,1699952548,-290.525,101,3033,2320,116.493471,39.728609,23.2,7.797,52,341.66,3619,,8000001,7,8,-103,-75,17,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1373,1699952548,1699952549,-295.897,102,3034,2320,116.49347,39.728611,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1374,1699952548,1699952549,-292.069,103,3035,2320,116.49347,39.728613,23.3,7.797,52,341.66,3619,,8000001,7,8,-102,-75,17,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1375,1699952548,1699952549,-293.733,104,3036,2320,116.493469,39.728615,23.3,7.797,52,341.66,3619,,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1376,1699952549,1699952549,-295.553,105,3037,2320,116.493468,39.728617,23.2,7.797,52,341.66,3619,797A687523323439,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1377,1699952549,1699952549,-295.349,106,3038,2320,116.493467,39.728619,23.3,7.797,52,341.66,3619,,8000001,7,8,-100,-73,15,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1379,1699952549,1699952549,-292.097,107,3039,2320,116.493466,39.728621,23.2,7.797,52,341.66,3619,,8000001,7,8,-101,-73,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1380,1699952549,1699952549,-296.738,108,3040,2320,116.493465,39.728623,23.1,7.797,52,341.66,3619,,8000001,7,8,-101,-73,13,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1382,1699952549,1699952549,-290.754,109,3041,2320,116.493464,39.728626,23.2,7.797,52,341.66,3619,797A687523323237,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1383,1699952549,1699952549,-291.615,110,3042,2320,116.493463,39.728628,23.1,7.797,52,341.66,3619,,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1384,1699952549,1699952549,-289.988,111,3043,2320,116.493463,39.72863,23.2,7.797,52,341.66,3619,797A687523323439,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1385,1699952549,1699952550,-288.594,112,3044,2320,116.493461,39.728633,23.1,7.797,52,341.66,3619,,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1386,1699952549,1699952550,-290.59,113,3045,2320,116.49346,39.728635,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1388,1699952549,1699952550,-295.793,114,3046,2320,116.493459,39.728637,23.2,7.797,52,341.66,3619,,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1389,1699952550,1699952550,-291.552,115,3047,2320,116.493459,39.728639,23.1,7.797,52,341.66,3619,,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1390,1699952550,1699952550,-294.762,116,3048,2320,116.493458,39.728642,23.1,7.797,52,341.66,3619,,8000001,7,8,-102,-74,17,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1391,1699952550,1699952550,-297.719,117,3049,2320,116.493457,39.728644,23.2,7.797,52,341.66,3619,797A687523323439,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1392,1699952550,1699952550,-290.347,118,3050,2320,116.493456,39.728646,23.1,7.797,52,341.66,3619,797A687523323937,8000001,7,8,-102,-74,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1394,1699952550,1699952550,-297.682,119,3051,2320,116.493455,39.728648,23.1,7.797,52,341.66,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1396,1699952550,1699952550,-293.626,120,3052,2320,116.493454,39.72865,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1397,1699952550,1699952550,-295.471,121,3053,2320,116.493453,39.728653,23.1,7.797,52,341.66,3619,,8000001,7,8,-102,-75,14,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1398,1699952550,1699952551,-293.572,122,3054,2320,116.493452,39.728656,23.1,7.797,52,341.66,3619,,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1399,1699952550,1699952551,-292.11,123,3055,2320,116.493451,39.728658,23.2,7.797,52,341.66,3619,,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1400,1699952550,1699952551,-294.138,124,3056,2320,116.49345,39.728661,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1401,1699952551,1699952551,-290.385,125,3057,2320,116.493449,39.728663,23.2,7.797,52,341.66,3619,,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1403,1699952551,1699952551,-293.979,126,3058,2320,116.493447,39.728666,23.2,7.797,52,341.66,3619,,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1404,1699952551,1699952551,-293.273,127,3059,2320,116.493447,39.728668,23.2,7.797,52,341.66,3619,,8000001,7,8,-103,-75,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1405,1699952551,1699952551,-290,1,3060,2321,116.493446,39.72867,23.2,9.482,52,342.23,3619,3030303030310000,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1407,1699952551,1699952551,-291.293,2,3061,2321,116.493445,39.728672,23.2,9.482,52,342.23,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1408,1699952551,1699952551,-289.301,3,3062,2321,116.493444,39.728674,23.2,9.482,52,342.23,3619,,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1409,1699952551,1699952551,-290.601,4,3063,2321,116.493443,39.728677,23.2,9.482,52,342.23,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1411,1699952551,1699952552,-291.701,5,3064,2321,116.493442,39.72868,23.2,7.797,52,341.66,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1412,1699952551,1699952552,-296.04,6,3065,2321,116.493442,39.728682,23.2,9.482,52,342.23,3619,,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1413,1699952551,1699952552,-290.226,7,3066,2321,116.493441,39.728684,23.2,7.797,52,341.66,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1414,1699952552,1699952552,-291.5,8,3067,2321,116.49344,39.728686,23.2,9.482,52,342.23,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1415,1699952552,1699952552,-291.177,9,3068,2321,116.493439,39.728689,23.2,9.575,52,344.18,3619,,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1416,1699952552,1699952552,-296.341,10,3069,2321,116.493438,39.728692,23.2,9.482,52,342.23,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1418,1699952552,1699952552,-291.354,11,3070,2321,116.493437,39.728694,23.2,9.482,52,342.23,3619,3030303030310000,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1420,1699952552,1699952552,-297.424,12,3071,2321,116.493436,39.728697,23.2,9.482,52,342.23,3619,,8000001,7,8,-103,-76,17,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1421,1699952552,1699952552,-289.529,13,3072,2321,116.493436,39.728698,23.2,9.575,52,344.18,3619,,8000001,7,8,-104,-76,13,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1422,1699952552,1699952552,-291.647,14,3073,2321,116.493435,39.728701,23.2,9.575,52,344.18,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1423,1699952552,1699952553,-294.693,15,3074,2321,116.493434,39.728704,23.2,9.482,52,342.23,3619,,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1424,1699952552,1699952553,-296.779,16,3075,2321,116.493433,39.728705,23.2,9.575,52,344.18,3619,,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1426,1699952552,1699952553,-293.921,17,3076,2321,116.493432,39.728708,23.2,9.575,52,344.18,3619,,8000001,7,8,-105,-77,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1427,1699952553,1699952553,-295.96,18,3077,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1428,1699952553,1699952553,-297.864,19,3078,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1429,1699952553,1699952553,-297.317,20,3079,2321,116.493432,39.72871,23.2,9.501,52,342.21,3619,,8000001,7,8,-104,-76,16,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1430,1699952553,1699952553,-284.897,21,3080,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1432,1699952553,1699952553,-296.148,22,3081,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1434,1699952553,1699952553,-293.238,23,3082,2321,116.493432,39.72871,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1435,1699952553,1699952553,-286.303,24,3083,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-102,-74,12,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1436,1699952553,1699952554,-292.542,25,3084,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1437,1699952553,1699952554,-291.81,26,3085,2321,116.493432,39.72871,23.2,9.575,52,344.18,3619,,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1438,1699952553,1699952554,-295.269,27,3086,2321,116.493432,39.72871,23.2,9.501,52,342.21,3619,797A687523323439,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1439,1699952554,1699952554,-291.607,28,3087,2321,116.493432,39.72871,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1440,1699952554,1699952554,-293.794,29,3088,2321,116.493431,39.728711,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-74,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1441,1699952554,1699952554,-296.081,30,3089,2321,116.49343,39.728715,23.2,8.964,51,342.53,3619,,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1442,1699952554,1699952554,-284.589,31,3090,2321,116.493428,39.72872,23.2,8.964,51,342.53,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1444,1699952554,1699952554,-292.372,32,3091,2321,116.493426,39.728725,23.2,9.501,52,342.21,3619,,8000001,7,8,-103,-75,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1445,1699952554,1699952554,-292.539,33,3092,2321,116.493425,39.728728,23.2,9.501,52,342.21,3619,797A687523323439,8000001,7,8,-100,-72,14,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1446,1699952554,1699952554,-296.548,34,3093,2321,116.493423,39.728733,23.2,8.964,51,342.53,3619,,8000001,7,8,-101,-73,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1447,1699952554,1699952555,-291.357,35,3094,2321,116.493421,39.728738,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1449,1699952554,1699952555,-291.723,36,3095,2321,116.49342,39.728742,23.2,9.501,52,342.21,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1450,1699952554,1699952555,-293.507,37,3096,2321,116.493418,39.728747,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1451,1699952555,1699952555,-295.78,38,3097,2321,116.493416,39.728752,23.2,9.501,52,342.21,3619,,8000001,7,8,-102,-74,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1452,1699952555,1699952555,-293.417,39,3098,2321,116.493415,39.728755,23.2,8.63,51,344.34,3619,797A687523323439,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1453,1699952555,1699952555,-295.574,40,3099,2321,116.493414,39.728757,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1454,1699952555,1699952555,-291.541,41,3100,2321,116.493413,39.72876,23.2,8.63,51,344.34,3619,,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1457,1699952555,1699952555,-296.241,42,3101,2321,116.493412,39.728762,23.2,8.964,51,342.53,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1458,1699952555,1699952555,-290.938,43,3102,2321,116.493411,39.728764,23.2,8.964,51,342.53,3619,,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1459,1699952555,1699952555,-287.882,44,3103,2321,116.49341,39.728767,23.2,8.63,51,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1460,1699952555,1699952556,-291.05,45,3104,2321,116.49341,39.728769,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1461,1699952555,1699952556,-288.747,46,3105,2321,116.493409,39.728771,23.2,8.63,51,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1462,1699952555,1699952556,-291.61,47,3106,2321,116.493408,39.728773,23.2,8.964,51,342.53,3619,,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1464,1699952556,1699952556,-295.729,48,3107,2321,116.493407,39.728776,23.2,8.964,51,342.53,3619,,8000001,7,8,-104,-76,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1465,1699952556,1699952556,-292.616,49,3108,2321,116.493406,39.728778,23.2,8.63,51,344.34,3619,,8000001,7,8,-105,-78,11,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1466,1699952556,1699952556,-295.011,50,3109,2321,116.493405,39.72878,23.2,8.63,51,344.34,3619,,8000001,7,8,-107,-79,11,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1467,1699952556,1699952556,-290.503,51,3110,2321,116.493405,39.728782,23.2,8.63,51,344.34,3619,,8000001,7,8,-103,-76,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1469,1699952556,1699952556,-295.946,52,3111,2321,116.493404,39.728784,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1470,1699952556,1699952556,-290.201,53,3112,2321,116.493403,39.728785,23.2,8.63,51,344.34,3619,,8000001,7,8,-103,-75,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1472,1699952556,1699952556,-295.287,54,3113,2321,116.493402,39.728788,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-70,-1,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1473,1699952556,1699952557,-294.052,55,3114,2321,116.493401,39.72879,23.2,8.63,51,344.34,3619,,8000001,7,8,-100,-73,16,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1474,1699952556,1699952557,-294.294,56,3115,2321,116.4934,39.728792,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-73,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1475,1699952556,1699952557,-292.442,57,3116,2321,116.493399,39.728794,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-73,13,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1476,1699952557,1699952557,-293.843,58,3117,2321,116.493399,39.728796,23.2,8.63,51,344.34,3619,,8000001,7,8,-101,-74,17,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1477,1699952557,1699952557,-290.129,59,3118,2321,116.493398,39.728798,23.2,8.63,51,344.34,3619,,8000001,7,8,-102,-72,1,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1479,1699952557,1699952557,-291.103,60,3119,2321,116.493397,39.7288,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-75,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1480,1699952557,1699952557,-295.349,61,3120,2321,116.493396,39.728802,23.2,8.63,51,344.34,3619,,8000001,7,8,-105,-77,15,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1482,1699952557,1699952557,-295.954,62,3121,2321,116.493395,39.728804,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1483,1699952557,1699952557,-297.155,63,3122,2321,116.493395,39.728806,23.2,8.63,51,344.34,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1484,1699952557,1699952557,-293.496,64,3123,2321,116.493394,39.728808,23.1,8.63,51,344.34,3619,,8000001,7,8,-101,-74,16,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1485,1699952557,1699952558,-291.309,65,3124,2321,116.493393,39.72881,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1487,1699952557,1699952558,-293.969,66,3125,2321,116.493392,39.728812,23.2,8.63,51,344.34,3619,,8000001,7,8,-104,-77,15,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1488,1699952557,1699952558,-289.875,67,3126,2321,116.493391,39.728814,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1489,1699952558,1699952558,-292.697,68,3127,2321,116.49339,39.728816,23.2,8.63,51,344.34,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1490,1699952558,1699952558,-298.425,69,3128,2321,116.49339,39.728817,23.1,8.63,51,344.34,3619,,8000001,7,8,-104,-76,10,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1491,1699952558,1699952558,-295.328,70,3129,2321,116.493389,39.728819,23.1,8.63,51,344.34,3619,797A687523323439,8000001,7,8,-100,-73,13,0,5,-100,55140,47,4264,QPSK,SPAT,normal
1492,1699952558,1699952558,-296.479,71,3130,2321,116.493388,39.728821,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1495,1699952558,1699952558,-292.604,72,3131,2321,116.493387,39.728823,23.1,8.63,51,344.34,3619,,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1496,1699952558,1699952558,-289.441,73,3132,2321,116.493387,39.728825,23.1,8.63,51,344.34,3619,,8000001,7,8,-101,-74,14,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1497,1699952558,1699952558,-292.341,74,3133,2321,116.493386,39.728827,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1498,1699952558,1699952559,-296.749,75,3134,2321,116.493385,39.728829,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1499,1699952558,1699952559,-291.797,76,3135,2321,116.493384,39.728831,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,16,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1500,1699952558,1699952559,-293.066,77,3136,2321,116.493383,39.728833,23.1,8.63,51,344.34,3619,,8000001,7,8,-104,-77,11,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1502,1699952559,1699952559,-288.416,78,3137,2321,116.493383,39.728835,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-75,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1503,1699952559,1699952559,-295.977,79,3138,2321,116.493382,39.728836,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1504,1699952559,1699952559,-292.07,80,3139,2321,116.493381,39.728838,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-74,15,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1505,1699952559,1699952559,-295.93,81,3140,2321,116.49338,39.728841,23.1,8.63,50,344.34,3619,,8000001,7,8,-103,-76,14,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1507,1699952559,1699952559,-291.933,82,3141,2321,116.493379,39.728843,23.1,8.63,50,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1508,1699952559,1699952559,-296.062,83,3142,2321,116.493378,39.728845,23.1,8.63,51,344.34,3619,,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1509,1699952559,1699952559,-291.63,84,3143,2321,116.493377,39.728848,23.1,8.63,51,344.34,3619,,8000001,7,8,-103,-76,13,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1511,1699952559,1699952560,-295.579,85,3144,2321,116.493377,39.72885,23.1,8.63,50,344.34,3619,,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1512,1699952559,1699952560,-290.182,86,3145,2321,116.493375,39.728853,23.1,8.63,51,344.34,3619,,8000001,7,8,-102,-75,16,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1513,1699952559,1699952560,-295.887,87,3146,2321,116.493374,39.728855,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1514,1699952560,1699952560,-296.166,88,3147,2321,116.493374,39.728858,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-77,14,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1515,1699952560,1699952560,-291.781,89,3148,2321,116.493373,39.72886,23.1,8.63,50,344.34,3619,,8000001,7,8,-105,-77,12,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1516,1699952560,1699952560,-295.669,90,3149,2321,116.493372,39.728862,23.1,8.63,50,344.34,3619,,8000001,7,8,-102,-75,13,0,5,-102,55140,47,4264,QPSK,SPAT,normal
1518,1699952560,1699952560,-294.33,91,3150,2321,116.493371,39.728864,23.1,8.63,50,344.34,3619,,8000001,7,8,-101,-74,15,0,5,-101,55140,47,4264,QPSK,SPAT,normal
1520,1699952560,1699952560,-290.101,92,3151,2321,116.49337,39.728866,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-76,12,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1521,1699952560,1699952560,-295.518,93,3152,2321,116.493369,39.728868,23.1,8.63,50,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1522,1699952560,1699952560,-283.793,94,3153,2321,116.493369,39.72887,23.1,8.63,50,344.34,3619,,8000001,7,8,-105,-77,12,0,5,-105,55140,47,4264,QPSK,SPAT,normal
1523,1699952560,1699952561,-292.864,95,3154,2321,116.493368,39.728872,23.1,8.63,50,344.34,3619,,8000001,7,8,-108,-81,10,0,5,-108,55140,47,4264,QPSK,SPAT,normal
1524,1699952560,1699952561,-290.106,96,3155,2321,116.493367,39.728873,23.1,8.63,50,344.34,3619,,8000001,7,8,-103,-76,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1526,1699952560,1699952561,-293.102,97,3156,2321,116.493366,39.728876,23.1,8.63,50,344.34,3619,,8000001,7,8,-103,-75,15,0,5,-103,55140,47,4264,QPSK,SPAT,normal
1527,1699952561,1699952561,-290.603,98,3157,2321,116.493365,39.728878,23.1,8.63,50,344.34,3619,,8000001,7,8,-107,-79,10,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1528,1699952561,1699952561,-295.395,99,3158,2321,116.493364,39.72888,23.1,8.63,50,344.34,3619,,8000001,7,8,-106,-78,13,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1529,1699952561,1699952561,-284.35,100,3159,2321,116.493363,39.728883,23.1,8.63,50,344.34,3619,,8000001,7,8,-106,-78,8,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1530,1699952561,1699952561,-290.824,101,3160,2321,116.493362,39.728884,23.1,8.204,49,342.44,3619,,8000001,7,8,-107,-80,13,0,5,-107,55140,47,4264,QPSK,SPAT,normal
1532,1699952561,1699952561,-290.482,102,3161,2321,116.493362,39.728886,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-77,11,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1534,1699952561,1699952561,-295.207,103,3162,2321,116.493361,39.728888,23.1,8.204,49,342.44,3619,,8000001,7,8,-106,-78,12,0,5,-106,55140,47,4264,QPSK,SPAT,normal
1535,1699952561,1699952561,-296.598,104,3163,2321,116.49336,39.72889,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-76,8,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1536,1699952561,1699952562,-295.196,105,3164,2321,116.493359,39.728892,23.1,8.63,50,344.34,3619,,8000001,7,8,-104,-77,13,0,5,-104,55140,47,4264,QPSK,SPAT,normal
1537,1699952561,1699952562,-289.731,106,3165,2321,116.493358,39.728894,23.1,8.63,50,344.34,3619,,8000001,7,8,-107,-80,12,0,5,-107,55140,47,4264,QPSK,SPAT,normal
